TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2007,1,29,12,0,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2007,12,30,2,35,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2008,2,5,0,20,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2009,7,11,1,50,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2009,7,30,3,10,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2010,2,14,0,52,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2014,10,6,4,16,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2015,1,31,0,0,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2015,5,25,4,20,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2022,3,21,4,2,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2006,8,9,18,0,44XX DUNBAR ST,Dunbar-Southlands,486512.1747,5454894.2468
Break and Enter Commercial,2003,3,30,20,0,44XX DUNBAR ST,Dunbar-Southlands,486512.1903,5454886.4181
Break and Enter Commercial,2008,10,8,19,30,44XX DUNBAR ST,Dunbar-Southlands,486512.2098,5454876.6322
Break and Enter Commercial,2019,7,22,3,19,44XX DUNBAR ST,Dunbar-Southlands,486512.2137,5454874.675
Break and Enter Commercial,2003,5,13,23,0,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2003,11,6,4,42,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2004,1,16,6,55,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2012,1,19,2,39,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2014,1,31,3,14,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2014,2,11,4,22,44XX DUNBAR ST,Dunbar-Southlands,486512.2721,5454845.3173
Break and Enter Commercial,2008,4,14,5,12,44XX DUNBAR ST,Dunbar-Southlands,486521.2642,5454921.6655
Break and Enter Commercial,2003,6,6,1,0,44XX DUNBAR ST,Dunbar-Southlands,486521.2837,5454911.8796
Break and Enter Commercial,2006,12,4,0,30,44XX DUNBAR ST,Dunbar-Southlands,486521.2837,5454911.8796
Break and Enter Commercial,2008,4,14,5,10,44XX DUNBAR ST,Dunbar-Southlands,486521.2914,5454907.9653
Break and Enter Commercial,2016,5,14,3,43,44XX DUNBAR ST,Dunbar-Southlands,486521.2914,5454907.9653
Break and Enter Commercial,2013,1,27,19,40,44XX DUNBAR ST,Dunbar-Southlands,486521.3187,5454894.265
Break and Enter Commercial,2022,12,11,2,43,44XX DUNBAR ST,Dunbar-Southlands,486521.3574,5454874.8963
Break and Enter Commercial,2014,9,8,1,17,44XX DUNBAR ST,Dunbar-Southlands,486521.3927,5454857.0786
Break and Enter Commercial,2019,7,1,10,34,44XX DUNBAR ST,Dunbar-Southlands,486521.4044,5454851.2071
Break and Enter Commercial,2003,5,17,18,0,45XX DUNBAR ST,Dunbar-Southlands,486512.3917,5454819.3586
Break and Enter Commercial,2005,9,15,4,48,45XX DUNBAR ST,Dunbar-Southlands,486512.4782,5454804.0065
Break and Enter Commercial,2005,10,9,4,20,45XX DUNBAR ST,Dunbar-Southlands,486512.4782,5454804.0065
Break and Enter Commercial,2015,12,6,6,20,45XX DUNBAR ST,Dunbar-Southlands,486512.4782,5454804.0065
Break and Enter Commercial,2007,1,30,19,0,45XX DUNBAR ST,Dunbar-Southlands,486512.543,5454792.4924
Break and Enter Commercial,2016,7,18,23,30,45XX DUNBAR ST,Dunbar-Southlands,486512.6079,5454780.9783
Break and Enter Commercial,2003,12,8,3,38,45XX DUNBAR ST,Dunbar-Southlands,486512.77,5454752.1931
Break and Enter Commercial,2003,12,28,4,56,45XX DUNBAR ST,Dunbar-Southlands,486512.77,5454752.1931
Break and Enter Commercial,2004,1,2,3,55,45XX DUNBAR ST,Dunbar-Southlands,486512.77,5454752.1931
Break and Enter Commercial,2022,12,11,22,0,45XX DUNBAR ST,Dunbar-Southlands,486512.7785,5454750.7004
Break and Enter Commercial,2003,1,14,20,0,45XX DUNBAR ST,Dunbar-Southlands,486512.8132,5454744.5171
Break and Enter Commercial,2005,8,26,3,35,45XX DUNBAR ST,Dunbar-Southlands,486512.8132,5454744.5171
Break and Enter Commercial,2016,3,9,21,46,45XX DUNBAR ST,Dunbar-Southlands,486512.824,5454742.5981
Break and Enter Commercial,2018,4,3,18,0,45XX DUNBAR ST,Dunbar-Southlands,486512.8349,5454740.6789
Break and Enter Commercial,2009,9,7,3,30,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Break and Enter Commercial,2019,9,13,23,0,47XX BLENHEIM ST,Dunbar-Southlands,487003.1078,5454621.1405
Break and Enter Commercial,2016,7,17,23,50,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Break and Enter Commercial,2004,2,29,18,0,48XX DUNBAR ST,Dunbar-Southlands,486521.1993,5454474.2255
Break and Enter Commercial,2007,4,28,22,37,48XX MACKENZIE ST,Dunbar-Southlands,487605.8238,5454421.3049
Break and Enter Commercial,2003,3,29,20,12,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2004,2,6,3,57,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2004,9,23,2,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2012,12,12,19,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2013,1,28,3,24,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2013,5,6,5,8,48XX MACKENZIE ST,Dunbar-Southlands,487605.8499,5454424.021
Break and Enter Commercial,2006,9,1,5,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.8623,5454425.3198
Break and Enter Commercial,2018,6,8,17,0,48XX MACKENZIE ST,Dunbar-Southlands,487605.9009,5454429.3347
Break and Enter Commercial,2003,7,12,1,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.9033,5454429.5977
Break and Enter Commercial,2006,9,1,5,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.9033,5454429.5977
Break and Enter Commercial,2007,5,21,2,0,48XX MACKENZIE ST,Dunbar-Southlands,487605.9033,5454429.5977
Break and Enter Commercial,2004,3,17,18,45,48XX MACKENZIE ST,Dunbar-Southlands,487605.9212,5454431.4566
Break and Enter Commercial,2006,12,21,18,30,48XX MACKENZIE ST,Dunbar-Southlands,487605.9212,5454431.4566
Break and Enter Commercial,2017,8,15,4,41,49XX DUNBAR ST,Dunbar-Southlands,486520.8694,5454314.066
Break and Enter Commercial,2013,12,15,15,0,49XX MACKENZIE ST,Dunbar-Southlands,487604.9101,5454368.1187
Break and Enter Commercial,2016,2,23,17,0,55XX CARNARVON ST,Dunbar-Southlands,487397.6868,5453717.6627
Break and Enter Commercial,2006,5,20,23,15,55XX CARNARVON ST,Dunbar-Southlands,487407.0953,5453768.6112
Break and Enter Commercial,2007,11,13,4,21,55XX DUNBAR ST,Dunbar-Southlands,486506.3892,5453686.332
Break and Enter Commercial,2009,7,10,19,0,55XX DUNBAR ST,Dunbar-Southlands,486506.4494,5453688.1776
Break and Enter Commercial,2008,5,11,17,45,55XX DUNBAR ST,Dunbar-Southlands,486506.6344,5453693.8813
Break and Enter Commercial,2019,10,24,13,49,55XX DUNBAR ST,Dunbar-Southlands,486507.1662,5453710.2551
Break and Enter Commercial,2015,4,4,16,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2016,4,24,8,45,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2016,6,13,16,57,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2017,8,29,16,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2019,1,21,17,26,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2019,8,11,23,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2021,2,3,20,0,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Break and Enter Commercial,2003,3,27,17,0,55XX DUNBAR ST,Dunbar-Southlands,486516.705,5453722.2721
Break and Enter Commercial,2006,12,3,22,0,55XX DUNBAR ST,Dunbar-Southlands,486516.9502,5453729.8214
Break and Enter Commercial,2007,12,11,7,54,55XX DUNBAR ST,Dunbar-Southlands,486516.9502,5453729.8214
Break and Enter Commercial,2020,8,7,13,54,55XX DUNBAR ST,Dunbar-Southlands,486516.971,5453730.459
Break and Enter Commercial,2017,1,4,1,50,56XX DUNBAR ST,Dunbar-Southlands,486504.9238,5453614.2592
Break and Enter Commercial,2006,6,3,18,15,56XX DUNBAR ST,Dunbar-Southlands,486505.2659,5453633.2828
Break and Enter Commercial,2021,9,19,17,13,56XX DUNBAR ST,Dunbar-Southlands,486505.2744,5453633.748
Break and Enter Commercial,2004,3,20,18,0,56XX DUNBAR ST,Dunbar-Southlands,486505.4027,5453640.8922
Break and Enter Commercial,2010,12,25,1,30,56XX DUNBAR ST,Dunbar-Southlands,486505.4369,5453642.7946
Break and Enter Commercial,2019,7,1,7,45,56XX DUNBAR ST,Dunbar-Southlands,486505.4369,5453642.7946
Break and Enter Commercial,2019,8,6,21,59,56XX DUNBAR ST,Dunbar-Southlands,486505.4369,5453642.7946
Break and Enter Commercial,2010,4,10,15,40,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Break and Enter Commercial,2017,3,14,22,11,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Break and Enter Commercial,2019,7,8,2,30,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Break and Enter Commercial,2019,12,31,17,0,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Break and Enter Commercial,2005,3,11,20,0,56XX DUNBAR ST,Dunbar-Southlands,486505.6764,5453656.1111
Break and Enter Commercial,2015,8,27,19,30,56XX DUNBAR ST,Dunbar-Southlands,486505.8474,5453665.6229
Break and Enter Commercial,2019,11,26,11,26,56XX DUNBAR ST,Dunbar-Southlands,486505.8474,5453665.6229
Break and Enter Commercial,2008,9,6,5,0,56XX DUNBAR ST,Dunbar-Southlands,486505.9159,5453669.4276
Break and Enter Commercial,2010,7,22,4,44,56XX DUNBAR ST,Dunbar-Southlands,486505.9159,5453669.4276
Break and Enter Commercial,2010,6,17,4,39,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Break and Enter Commercial,2012,9,12,23,19,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Break and Enter Commercial,2017,7,5,3,47,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Break and Enter Commercial,2021,1,31,2,4,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Break and Enter Commercial,2005,4,11,3,0,56XX DUNBAR ST,Dunbar-Southlands,486514.5452,5453640.7278
Break and Enter Commercial,2003,11,21,19,45,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7349,5453527.5707
Break and Enter Commercial,2004,6,27,6,6,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7417,5453529.5166
Break and Enter Commercial,2004,11,5,19,0,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7417,5453529.5166
Break and Enter Commercial,2007,9,7,15,30,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7417,5453529.5166
Break and Enter Commercial,2007,8,26,6,5,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7553,5453533.4085
Break and Enter Commercial,2005,6,9,23,0,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7894,5453543.1381
Break and Enter Commercial,2009,5,3,20,39,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7894,5453543.1381
Break and Enter Commercial,2011,1,1,2,4,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7933,5453544.3056
Break and Enter Commercial,2018,3,18,0,0,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7933,5453544.3056
Break and Enter Commercial,2023,1,30,13,37,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7933,5453544.3056
Break and Enter Commercial,2022,12,10,7,48,57XX COLLINGWOOD ST,Dunbar-Southlands,486752.9052,5453534.113
Break and Enter Commercial,2022,12,12,21,0,57XX COLLINGWOOD ST,Dunbar-Southlands,486752.9052,5453534.113
Break and Enter Commercial,2006,4,29,15,30,57XX HIGHBURY ST,Dunbar-Southlands,486283.3111,5453492.9921
Break and Enter Commercial,2022,1,15,13,0,60XX COLLINGWOOD PL,Dunbar-Southlands,486713.5554,5453223.5173
Break and Enter Commercial,2015,5,20,15,50,61XX COLLINGWOOD PL,Dunbar-Southlands,486568.1578,5453144.5377
Break and Enter Commercial,2012,9,6,1,57,COLLINGWOOD ST / W 35TH AVE,Dunbar-Southlands,486754.792,5454203.7695
Break and Enter Commercial,2004,12,10,5,44,DUNBAR ST / W 26TH AVE,Dunbar-Southlands,486521.5368,5455155.3998
Break and Enter Residential/Other,2017,8,14,13,14,29XX W 27TH AVE,Dunbar-Southlands,487438.2143,5455046.5392
Break and Enter Residential/Other,2020,7,1,4,20,29XX W 27TH AVE,Dunbar-Southlands,487438.2143,5455046.5392
Break and Enter Residential/Other,2006,3,13,0,5,29XX W 27TH AVE,Dunbar-Southlands,487441.032,5455046.5322
Break and Enter Residential/Other,2006,3,13,0,20,29XX W 27TH AVE,Dunbar-Southlands,487441.032,5455046.5322
Break and Enter Residential/Other,2009,2,12,4,0,29XX W 27TH AVE,Dunbar-Southlands,487452.536,5455037.3596
Break and Enter Residential/Other,2017,4,13,22,51,29XX W 27TH AVE,Dunbar-Southlands,487467.4293,5455037.3226
Break and Enter Residential/Other,2009,5,22,12,0,29XX W 27TH AVE,Dunbar-Southlands,487475.6123,5455046.4463
Break and Enter Residential/Other,2012,8,22,14,50,29XX W 27TH AVE,Dunbar-Southlands,487475.6123,5455046.4463
Break and Enter Residential/Other,2003,9,9,22,30,29XX W 27TH AVE,Dunbar-Southlands,487480.5296,5455037.2901
Break and Enter Residential/Other,2005,5,11,10,0,29XX W 27TH AVE,Dunbar-Southlands,487480.5296,5455037.2901
Break and Enter Residential/Other,2006,12,3,17,55,29XX W 27TH AVE,Dunbar-Southlands,487480.5296,5455037.2901
Break and Enter Residential/Other,2007,2,17,19,10,29XX W 27TH AVE,Dunbar-Southlands,487480.5296,5455037.2901
Break and Enter Residential/Other,2008,6,23,16,30,29XX W 28TH AVE,Dunbar-Southlands,487430.4776,5454940.9234
Break and Enter Residential/Other,2005,6,2,15,0,29XX W 28TH AVE,Dunbar-Southlands,487456.376,5454940.3815
Break and Enter Residential/Other,2003,10,6,3,47,29XX W 28TH AVE,Dunbar-Southlands,487459.8845,5454931.1621
Break and Enter Residential/Other,2012,7,30,12,55,29XX W 28TH AVE,Dunbar-Southlands,487460.0758,5454940.3041
Break and Enter Residential/Other,2009,8,10,23,59,29XX W 28TH AVE,Dunbar-Southlands,487474.6836,5454930.8525
Break and Enter Residential/Other,2003,11,27,10,0,29XX W 28TH AVE,Dunbar-Southlands,487478.5747,5454939.9171
Break and Enter Residential/Other,2016,1,12,4,30,29XX W 28TH AVE,Dunbar-Southlands,487485.9742,5454939.7622
Break and Enter Residential/Other,2014,2,21,17,0,29XX W 28TH AVE,Dunbar-Southlands,487515.5724,5454939.143
Break and Enter Residential/Other,2013,10,15,16,30,29XX W 28TH AVE,Dunbar-Southlands,487559.9697,5454938.2141
Break and Enter Residential/Other,2010,3,15,21,13,29XX W 28TH AVE,Dunbar-Southlands,487578.2773,5454928.685
Break and Enter Residential/Other,2005,4,18,8,30,29XX W 29TH AVE,Dunbar-Southlands,487450.4578,5454835.2661
Break and Enter Residential/Other,2015,7,22,22,0,29XX W 29TH AVE,Dunbar-Southlands,487450.4578,5454835.2661
Break and Enter Residential/Other,2021,3,20,2,0,29XX W 29TH AVE,Dunbar-Southlands,487486.3579,5454826.1578
Break and Enter Residential/Other,2015,7,12,22,0,29XX W 29TH AVE,Dunbar-Southlands,487487.4166,5454835.3028
Break and Enter Residential/Other,2008,6,20,17,0,29XX W 29TH AVE,Dunbar-Southlands,487498.5042,5454835.3137
Break and Enter Residential/Other,2005,2,1,12,20,29XX W 29TH AVE,Dunbar-Southlands,487502.2092,5454826.1734
Break and Enter Residential/Other,2005,10,19,15,40,29XX W 29TH AVE,Dunbar-Southlands,487550.2466,5454835.365
Break and Enter Residential/Other,2016,4,1,17,0,29XX W 29TH AVE,Dunbar-Southlands,487557.6383,5454835.3724
Break and Enter Residential/Other,2004,8,7,12,40,29XX W 29TH AVE,Dunbar-Southlands,487576.1177,5454835.3907
Break and Enter Residential/Other,2019,10,16,17,26,29XX W 29TH AVE,Dunbar-Southlands,487578.9926,5454835.3935
Break and Enter Residential/Other,2016,1,16,13,0,29XX W 29TH AVE,Dunbar-Southlands,487590.9013,5454835.4053
Break and Enter Residential/Other,2014,12,16,19,0,29XX W 30TH AVE,Dunbar-Southlands,487449.7205,5454730.2134
Break and Enter Residential/Other,2006,5,7,19,45,29XX W 30TH AVE,Dunbar-Southlands,487487.1534,5454729.7324
Break and Enter Residential/Other,2015,10,17,17,0,29XX W 30TH AVE,Dunbar-Southlands,487487.1534,5454729.7324
Break and Enter Residential/Other,2012,8,25,3,41,29XX W 30TH AVE,Dunbar-Southlands,487517.0998,5454729.3475
Break and Enter Residential/Other,2018,6,26,12,24,29XX W 30TH AVE,Dunbar-Southlands,487517.2323,5454720.2012
Break and Enter Residential/Other,2021,7,14,6,10,29XX W 30TH AVE,Dunbar-Southlands,487517.3498,5454729.3445
Break and Enter Residential/Other,2010,2,21,12,0,29XX W 30TH AVE,Dunbar-Southlands,487531.9555,5454720.0118
Break and Enter Residential/Other,2011,12,3,12,0,29XX W 30TH AVE,Dunbar-Southlands,487531.9555,5454720.0118
Break and Enter Residential/Other,2019,6,21,0,30,29XX W 30TH AVE,Dunbar-Southlands,487532.073,5454729.1551
Break and Enter Residential/Other,2022,5,10,11,0,29XX W 30TH AVE,Dunbar-Southlands,487532.8709,5454720.0002
Break and Enter Residential/Other,2017,3,15,0,40,29XX W 30TH AVE,Dunbar-Southlands,487591.5159,5454719.2466
Break and Enter Residential/Other,2006,1,23,12,20,29XX W 31ST AVE,Dunbar-Southlands,487478.6875,5454614.9718
Break and Enter Residential/Other,2006,4,17,12,0,29XX W 31ST AVE,Dunbar-Southlands,487516.1816,5454623.6382
Break and Enter Residential/Other,2012,2,24,15,0,29XX W 31ST AVE,Dunbar-Southlands,487523.5405,5454614.3996
Break and Enter Residential/Other,2016,2,10,12,0,29XX W 31ST AVE,Dunbar-Southlands,487545.967,5454614.1134
Break and Enter Residential/Other,2003,1,31,8,13,29XX W 31ST AVE,Dunbar-Southlands,487561.0346,5454623.066
Break and Enter Residential/Other,2008,9,29,14,50,29XX W 31ST AVE,Dunbar-Southlands,487561.0346,5454623.066
Break and Enter Residential/Other,2016,2,21,12,49,29XX W 31ST AVE,Dunbar-Southlands,487561.0346,5454623.066
Break and Enter Residential/Other,2005,3,30,20,0,29XX W 32ND AVE,Dunbar-Southlands,487447.9427,5454508.8962
Break and Enter Residential/Other,2011,9,25,17,0,29XX W 32ND AVE,Dunbar-Southlands,487447.9427,5454508.8962
Break and Enter Residential/Other,2015,12,2,11,9,29XX W 32ND AVE,Dunbar-Southlands,487447.9427,5454508.8962
Break and Enter Residential/Other,2007,2,1,19,0,29XX W 32ND AVE,Dunbar-Southlands,487526.3466,5454507.6291
Break and Enter Residential/Other,2016,6,4,13,0,29XX W 32ND AVE,Dunbar-Southlands,487537.6949,5454516.591
Break and Enter Residential/Other,2009,11,13,14,0,29XX W 32ND AVE,Dunbar-Southlands,487548.7477,5454507.2671
Break and Enter Residential/Other,2009,8,10,9,0,29XX W 32ND AVE,Dunbar-Southlands,487582.4971,5454515.8669
Break and Enter Residential/Other,2008,9,29,15,17,29XX W 32ND AVE,Dunbar-Southlands,487589.9641,5454515.7463
Break and Enter Residential/Other,2004,11,5,11,50,29XX W 33RD AVE,Dunbar-Southlands,487425.2546,5454405.2872
Break and Enter Residential/Other,2005,9,19,17,0,29XX W 33RD AVE,Dunbar-Southlands,487428.9874,5454414.4265
Break and Enter Residential/Other,2011,5,4,22,0,29XX W 33RD AVE,Dunbar-Southlands,487477.3506,5454405.2205
Break and Enter Residential/Other,2005,6,27,12,15,29XX W 33RD AVE,Dunbar-Southlands,487503.4104,5454414.3311
Break and Enter Residential/Other,2005,6,20,20,30,29XX W 33RD AVE,Dunbar-Southlands,487525.7372,5454414.3025
Break and Enter Residential/Other,2018,11,10,21,18,29XX W 33RD AVE,Dunbar-Southlands,487526.4812,5454414.3015
Break and Enter Residential/Other,2003,6,7,13,30,29XX W 33RD AVE,Dunbar-Southlands,487544.3312,5454405.1347
Break and Enter Residential/Other,2008,1,26,19,30,29XX W 33RD AVE,Dunbar-Southlands,487544.3312,5454405.1347
Break and Enter Residential/Other,2003,2,6,11,0,29XX W 33RD AVE,Dunbar-Southlands,487562.937,5454405.1109
Break and Enter Residential/Other,2018,6,19,19,0,29XX W 33RD AVE,Dunbar-Southlands,487573.1196,5454414.2417
Break and Enter Residential/Other,2018,6,19,23,30,29XX W 34TH AVE,Dunbar-Southlands,487454.6154,5454297.2901
Break and Enter Residential/Other,2005,5,7,18,11,29XX W 34TH AVE,Dunbar-Southlands,487454.7057,5454306.4337
Break and Enter Residential/Other,2011,4,2,20,0,29XX W 34TH AVE,Dunbar-Southlands,487465.6537,5454297.1811
Break and Enter Residential/Other,2013,12,13,22,9,29XX W 34TH AVE,Dunbar-Southlands,487487.7303,5454296.9632
Break and Enter Residential/Other,2014,4,7,23,0,29XX W 34TH AVE,Dunbar-Southlands,487498.7687,5454296.8542
Break and Enter Residential/Other,2019,7,9,0,0,29XX W 34TH AVE,Dunbar-Southlands,487498.7687,5454296.8542
Break and Enter Residential/Other,2009,8,8,18,0,29XX W 34TH AVE,Dunbar-Southlands,487502.5383,5454305.9615
Break and Enter Residential/Other,2003,7,12,9,30,29XX W 34TH AVE,Dunbar-Southlands,487513.5767,5454305.8525
Break and Enter Residential/Other,2003,12,9,9,0,29XX W 34TH AVE,Dunbar-Southlands,487536.8795,5454305.6223
Break and Enter Residential/Other,2012,8,15,11,0,29XX W 34TH AVE,Dunbar-Southlands,487539.2424,5454296.4547
Break and Enter Residential/Other,2011,1,20,21,0,29XX W 34TH AVE,Dunbar-Southlands,487546.6013,5454296.382
